player_id,name,club,position,price,status,xmins,xpts_gw1,xpts_gw2,xpts_gw3,xpts_gw4,xpts_gw5,xpts_gw6,xpts_gw7,xpts_gw8
2815,Guilherme Montóia,Jagiellonia Białystok,DEF,1.8,ok,85.0,4.1,2.5,3.9,4.2,1.6,1.8,4.5,2.3
2901,Tobias Christensen,Wieczysta Kraków,MID,1.8,ok,85.0,3.2,3.0,3.0,2.9,2.9,3.0,3.8,3.1
2821,Attila Szalai,Pogoń Szczecin,DEF,1.9,ok,85.0,3.3,2.0,4.0,1.8,4.1,2.3,3.7,3.7
1922,Dominik Piła,Cracovia,DEF,1.7,ok,85.0,1.4,3.9,2.7,3.6,4.0,2.5,4.1,2.5
2500,Cezary Polak,Jagiellonia Białystok,DEF,1.6,ok,20.0,4.0,2.5,3.9,4.1,1.5,1.8,4.5,2.3
2541,Leon Flach,Jagiellonia Białystok,MID,1.8,ok,85.0,3.4,2.9,3.4,3.5,2.4,2.6,3.6,2.8
2662,Yūki Kobayashi,Jagiellonia Białystok,DEF,1.7,ok,85.0,4.0,2.5,3.9,4.1,1.5,1.8,4.5,2.3
2351,Szymon Karasiński,Zagłębie Lubin,MID,0.7,ok,20.0,3.4,2.5,2.4,3.7,2.8,3.5,2.9,3.4
1578,Jan Biegański,Pogoń Szczecin,MID,1.7,ok,85.0,3.1,2.6,3.4,2.6,3.4,2.7,3.3,3.3
1682,Miłosz Kozak,Śląsk Wrocław,MID,1.7,ok,20.0,2.8,3.3,3.4,2.9,3.3,2.6,2.7,3.4
2805,Otto Hindrich,Legia Warszawa,GK,1.9,ok,85.0,2.1,4.3,1.9,4.2,1.9,4.1,2.2,3.6
2902,Lucas Piazón,Wieczysta Kraków,MID,1.7,ok,85.0,3.1,2.9,2.9,2.9,2.9,2.9,3.7,3.0
2919,Robert Deziel,Legia Warszawa,DEF,1.7,ok,20.0,2.1,4.2,1.9,4.2,1.9,4.1,2.2,3.6
2676,Emmanuel Twumasi,Piast Gliwice,DEF,1.7,ok,45.0,2.4,4.3,1.5,3.9,3.5,2.4,3.6,2.6
813,Mateusz Żyro,Widzew Łódź,DEF,1.7,ok,45.0,4.3,2.6,1.9,3.8,2.7,2.8,4.4,1.7
2690,Ricardo Visus,Widzew Łódź,DEF,1.7,ok,20.0,4.3,2.6,1.9,3.8,2.7,2.8,4.4,1.7
2763,Brahim Traoré,Cracovia,DEF,1.7,ok,85.0,1.4,3.8,2.6,3.6,3.9,2.4,4.1,2.4
2571,Gustaw Henriksson,Cracovia,DEF,1.7,ok,85.0,1.4,3.8,2.6,3.6,3.9,2.4,4.1,2.4
166,Rafał Janicki,Górnik Zabrze,DEF,2.0,ok,85.0,4.6,2.0,2.4,4.7,1.6,4.0,1.9,3.0
2090,Chrístos Dónis,Radomiak Radom,MID,1.6,ok,85.0,3.3,2.6,3.4,2.4,3.5,3.2,2.5,3.2
2689,Lindon Selahi,Widzew Łódź,MID,1.8,ok,45.0,3.5,2.9,2.6,3.3,2.9,2.9,3.5,2.5
2945,Rodrigo Conceicao,Jagiellonia Białystok,DEF,2.0,ok,20.0,3.9,2.5,3.8,4.0,1.5,1.8,4.4,2.2
244,Radosław Murawski,Lech Poznań,MID,1.7,ok,85.0,3.2,3.0,3.2,2.9,3.2,2.7,3.2,2.7
1005,Karol Fila,Wieczysta Kraków,DEF,1.7,ok,85.0,3.1,2.9,2.7,2.6,2.5,2.7,4.7,2.9
2652,Krystian Pomorski,Wisła Płock,MID,1.7,ok,85.0,2.6,3.3,2.8,2.9,2.8,3.4,2.9,3.4
2703,Ibrahima Camará,Radomiak Radom,MID,1.7,ok,45.0,3.3,2.6,3.4,2.4,3.5,3.2,2.5,3.1
2748,Jesse Bosch,GKS Katowice,MID,1.7,ok,20.0,2.7,3.5,3.4,2.8,3.4,2.7,2.7,2.8
964,Sebastian Milewski,GKS Katowice,MID,1.8,ok,85.0,2.7,3.5,3.4,2.8,3.4,2.7,2.7,2.8
2472,Bartłomiej Smolarczyk,Korona Kielce,DEF,1.7,ok,45.0,1.8,3.9,3.3,1.9,4.0,2.4,4.1,2.6
